checkpoint,r2,calibration_slope,calibration_intercept
0,-0.3654336726409311,0.8610987437663181,-0.12235673914897116
100,0.7063599262113693,0.9285694258336331,0.03492750725779609
200,0.7654859648170831,0.9841458866046943,0.01795087319450467
300,0.8147780008083755,1.0384229956410602,0.0022298691057696107
500,0.7746560550612125,1.0763599839919895,-0.0065731155150055565
