dataset,strategy,model_name,accuracy,base,final_acc,checkpoint,num_successes_seen,average_reward,perc_learnable,abs_improv,model_size,relative_improvement,train_score
gsm8k,random,Llama-3.1-8B-Instruct,0.775587566338135,0.3601213040181956,0.7536012130401819,800,5319,0.83109375,0.40625,0.4154662623199394,8,0.6492890995260664,0.5
gsm8k,random,Llama-3.1-8B-Instruct,0.7680060652009097,0.3601213040181956,0.7536012130401819,900,6036,0.8383333333333334,0.4011111111111111,0.4078847611827141,8,0.6374407582938388,0.5
gsm8k,random,Llama-3.1-8B-Instruct,0.7536012130401819,0.3601213040181956,0.7536012130401819,1000,6773,0.846625,0.393,0.3934799090219863,8,0.6149289099526066,0.5
gsm8k,easiest,Qwen3-14B,0.5185746777862017,0.5170583775587566,0.599696739954511,100,775,0.96875,0.14,0.001516300227445,14,0.0031397174254318,0.5
gsm8k,easiest,Qwen3-14B,0.555724033358605,0.5170583775587566,0.599696739954511,200,1558,0.97375,0.14,0.0386656557998483,14,0.0800627943485086,0.5
gsm8k,easiest,Qwen3-14B,0.5625473843821076,0.5170583775587566,0.599696739954511,300,2336,0.9733333333333334,0.13,0.045489006823351,14,0.0941915227629512,0.5
gsm8k,easiest,Qwen3-14B,0.576194086429113,0.5170583775587566,0.599696739954511,400,3124,0.97625,0.115,0.0591357088703563,14,0.1224489795918367,0.5
gsm8k,easiest,Qwen3-14B,0.5852918877937832,0.5170583775587566,0.599696739954511,500,3912,0.978,0.102,0.0682335102350265,14,0.141287284144427,0.5
gsm8k,easiest,Qwen3-14B,0.5845337376800607,0.5170583775587566,0.599696739954511,600,4694,0.9779166666666668,0.0916666666666666,0.067475360121304,14,0.1397174254317112,0.5
gsm8k,easiest,Qwen3-14B,0.6034874905231236,0.5170583775587566,0.599696739954511,700,5483,0.9791071428571428,0.0928571428571428,0.0864291129643669,14,0.1789638932496075,0.5
gsm8k,easiest,Qwen3-14B,0.5928733889310084,0.5170583775587566,0.599696739954511,800,6275,0.98046875,0.08625,0.0758150113722517,14,0.1569858712715857,0.5
gsm8k,easiest,Qwen3-14B,0.5921152388172858,0.5170583775587566,0.599696739954511,900,7068,0.9816666666666668,0.0822222222222222,0.0750568612585291,14,0.1554160125588696,0.5
gsm8k,easiest,Qwen3-14B,0.599696739954511,0.5170583775587566,0.599696739954511,1000,7864,0.983,0.078,0.0826383623957544,14,0.1711145996860283,0.5
gsm8k,hardest,Qwen3-14B,0.5367702805155421,0.5170583775587566,0.9112964366944656,100,63,0.07875,0.27,0.0197119029567854,14,0.0408163265306123,0.5
gsm8k,hardest,Qwen3-14B,0.6800606520090978,0.5170583775587566,0.9112964366944656,200,149,0.093125,0.295,0.1630022744503412,14,0.337519623233909,0.5
gsm8k,hardest,Qwen3-14B,0.8354814253222138,0.5170583775587566,0.9112964366944656,300,548,0.2283333333333333,0.3566666666666667,0.3184230477634572,14,0.6593406593406593,0.5
gsm8k,hardest,Qwen3-14B,0.8711144806671721,0.5170583775587566,0.9112964366944656,400,1105,0.3453125,0.3275,0.3540561031084155,14,0.7331240188383046,0.5
gsm8k,hardest,Qwen3-14B,0.8817285822592873,0.5170583775587566,0.9112964366944656,500,1675,0.41875,0.328,0.3646702047005307,14,0.7551020408163265,0.5
gsm8k,hardest,Qwen3-14B,0.8946171341925702,0.5170583775587566,0.9112964366944656,600,2288,0.4766666666666667,0.3116666666666666,0.3775587566338135,14,0.7817896389324962,0.5
gsm8k,hardest,Qwen3-14B,0.9006823351023503,0.5170583775587566,0.9112964366944656,700,2952,0.5271428571428571,0.2971428571428571,0.3836239575435937,14,0.794348508634223,0.5
gsm8k,hardest,Qwen3-14B,0.909021986353298,0.5170583775587566,0.9112964366944656,800,3583,0.55984375,0.3,0.3919636087945414,14,0.8116169544740974,0.5
gsm8k,hardest,Qwen3-14B,0.9075056861258528,0.5170583775587566,0.9112964366944656,900,4241,0.5890277777777778,0.3033333333333333,0.3904473085670962,14,0.8084772370486654,0.5
gsm8k,hardest,Qwen3-14B,0.9112964366944656,0.5170583775587566,0.9112964366944656,1000,4871,0.608875,0.295,0.394238059135709,14,0.816326530612245,0.5
gsm8k,middle,Qwen3-14B,0.5572403335860501,0.5170583775587566,0.7604245640636846,100,549,0.68625,0.76,0.0401819560272934,14,0.0832025117739404,0.5
gsm8k,middle,Qwen3-14B,0.7225170583775588,0.5170583775587566,0.7604245640636846,200,1231,0.769375,0.595,0.2054586808188021,14,0.4254317111459968,0.5
gsm8k,middle,Qwen3-14B,0.7285822592873389,0.5170583775587566,0.7604245640636846,300,2004,0.835,0.4366666666666666,0.2115238817285822,14,0.4379905808477237,0.5
gsm8k,middle,Qwen3-14B,0.7354056103108415,0.5170583775587566,0.7604245640636846,400,2763,0.8634375,0.36,0.2183472327520849,14,0.4521193092621663,0.5
gsm8k,middle,Qwen3-14B,0.7930250189537529,0.5170583775587566,0.7604245640636846,500,3549,0.88725,0.308,0.2759666413949962,14,0.5714285714285715,0.5
gsm8k,middle,Qwen3-14B,0.7664897649734648,0.5170583775587566,0.7604245640636846,600,4335,0.903125,0.2666666666666666,0.2494313874147081,14,0.5164835164835165,0.5
gsm8k,middle,Qwen3-14B,0.7717968157695224,0.5170583775587566,0.7604245640636846,700,5131,0.91625,0.2328571428571428,0.2547384382107658,14,0.5274725274725276,0.5
gsm8k,middle,Qwen3-14B,0.7619408642911296,0.5170583775587566,0.7604245640636846,800,5897,0.92140625,0.21625,0.244882486732373,14,0.5070643642072213,0.5
gsm8k,middle,Qwen3-14B,0.7725549658832449,0.5170583775587566,0.7604245640636846,900,6683,0.9281944444444444,0.1966666666666666,0.2554965883244883,14,0.5290423861852434,0.5
gsm8k,middle,Qwen3-14B,0.7604245640636846,0.5170583775587566,0.7604245640636846,1000,7467,0.933375,0.189,0.243366186504928,14,0.5039246467817897,0.5
gsm8k,random,Qwen3-14B,0.5375284306292646,0.5170583775587566,0.8658074298711145,100,486,0.6075,0.4,0.0204700530705079,14,0.0423861852433281,0.5
gsm8k,random,Qwen3-14B,0.6254738438210766,0.5170583775587566,0.8658074298711145,200,985,0.615625,0.395,0.10841546626232,14,0.2244897959183674,0.5
gsm8k,random,Qwen3-14B,0.756633813495072,0.5170583775587566,0.8658074298711145,300,1648,0.6866666666666666,0.3266666666666666,0.2395754359363153,14,0.4960753532182103,0.5
gsm8k,random,Qwen3-14B,0.8203184230477635,0.5170583775587566,0.8658074298711145,400,2369,0.7403125,0.275,0.3032600454890068,14,0.6279434850863423,0.5
gsm8k,random,Qwen3-14B,0.849128127369219,0.5170583775587566,0.8658074298711145,500,3080,0.77,0.252,0.3320697498104624,14,0.6875981161695447,0.5
gsm8k,random,Qwen3-14B,0.849128127369219,0.5170583775587566,0.8658074298711145,600,3787,0.7889583333333333,0.2333333333333333,0.3320697498104624,14,0.6875981161695447,0.5
gsm8k,random,Qwen3-14B,0.8567096285064443,0.5170583775587566,0.8658074298711145,700,4502,0.8039285714285714,0.2228571428571428,0.3396512509476876,14,0.7032967032967034,0.5
gsm8k,random,Qwen3-14B,0.8605003790750568,0.5170583775587566,0.8658074298711145,800,5254,0.8209375,0.2075,0.3434420015163002,14,0.7111459968602826,0.5
gsm8k,random,Qwen3-14B,0.8544351781652767,0.5170583775587566,0.8658074298711145,900,5997,0.8329166666666666,0.1944444444444444,0.3373768006065201,14,0.6985871271585556,0.5
gsm8k,random,Qwen3-14B,0.8658074298711145,0.5170583775587566,0.8658074298711145,1000,6742,0.84275,0.184,0.3487490523123578,14,0.7221350078492935,0.5
gsm8k,easiest,Qwen3-4B,0.4647460197119029,0.4844579226686884,0.5193328278999242,100,787,0.98375,0.08,-0.0197119029567854,4,-0.0382352941176471,0.5
gsm8k,easiest,Qwen3-4B,0.4905231235784685,0.4844579226686884,0.5193328278999242,200,1577,0.985625,0.06,0.0060652009097801,4,0.0117647058823529,0.5
gsm8k,easiest,Qwen3-4B,0.5026535253980288,0.4844579226686884,0.5193328278999242,300,2375,0.9895833333333334,0.0433333333333333,0.0181956027293403,4,0.0352941176470587,0.5
gsm8k,easiest,Qwen3-4B,0.4859742228961334,0.4844579226686884,0.5193328278999242,400,3169,0.9903125,0.0425,0.001516300227445,4,0.0029411764705882,0.5
gsm8k,easiest,Qwen3-4B,0.513267626990144,0.4844579226686884,0.5193328278999242,500,3960,0.99,0.046,0.0288097043214556,4,0.0558823529411764,0.5
gsm8k,easiest,Qwen3-4B,0.5261561789234268,0.4844579226686884,0.5193328278999242,600,4757,0.9910416666666668,0.0433333333333333,0.0416982562547383,4,0.0808823529411763,0.5
gsm8k,easiest,Qwen3-4B,0.5170583775587566,0.4844579226686884,0.5193328278999242,700,5554,0.9917857142857144,0.04,0.0326004548900681,4,0.0632352941176469,0.5
gsm8k,easiest,Qwen3-4B,0.5420773313115997,0.4844579226686884,0.5193328278999242,800,6353,0.99265625,0.03625,0.0576194086429113,4,0.111764705882353,0.5
gsm8k,easiest,Qwen3-4B,0.5109931766489765,0.4844579226686884,0.5193328278999242,900,7148,0.9927777777777778,0.0355555555555555,0.026535253980288,4,0.051470588235294,0.5
gsm8k,easiest,Qwen3-4B,0.5193328278999242,0.4844579226686884,0.5193328278999242,1000,7940,0.9925,0.037,0.0348749052312357,4,0.0676470588235293,0.5
gsm8k,hardest,Qwen3-4B,0.4890068233510235,0.4844579226686884,0.8263836239575436,100,36,0.045,0.2,0.0045489006823351,4,0.0088235294117647,0.5
gsm8k,hardest,Qwen3-4B,0.5989385898407885,0.4844579226686884,0.8263836239575436,200,153,0.095625,0.29,0.1144806671721,4,0.2220588235294118,0.5
gsm8k,hardest,Qwen3-4B,0.7399545109931767,0.4844579226686884,0.8263836239575436,300,534,0.2225,0.3533333333333333,0.2554965883244882,4,0.4955882352941177,0.5
gsm8k,hardest,Qwen3-4B,0.778620166793025,0.4844579226686884,0.8263836239575436,400,1060,0.33125,0.3625,0.2941622441243366,4,0.5705882352941177,0.5
gsm8k,hardest,Qwen3-4B,0.8043972706595905,0.4844579226686884,0.8263836239575436,500,1596,0.399,0.346,0.3199393479909021,4,0.6205882352941176,0.5
gsm8k,hardest,Qwen3-4B,0.8028809704321456,0.4844579226686884,0.8263836239575436,600,2092,0.4358333333333333,0.35,0.3184230477634571,4,0.6176470588235294,0.5
gsm8k,hardest,Qwen3-4B,0.8278999241849886,0.4844579226686884,0.8263836239575436,700,2665,0.4758928571428571,0.35,0.3434420015163001,4,0.6661764705882353,0.5
gsm8k,hardest,Qwen3-4B,0.8263836239575436,0.4844579226686884,0.8263836239575436,800,3226,0.5040625,0.3525,0.3419257012888552,4,0.6632352941176471,0.5
gsm8k,hardest,Qwen3-4B,0.819560272934041,0.4844579226686884,0.8263836239575436,900,3824,0.5311111111111111,0.3422222222222222,0.3351023502653525,4,0.6500000000000001,0.5
gsm8k,hardest,Qwen3-4B,0.8263836239575436,0.4844579226686884,0.8263836239575436,1000,4363,0.545375,0.341,0.3419257012888552,4,0.6632352941176471,0.5
gsm8k,middle,Qwen3-4B,0.5049279757391963,0.4844579226686884,0.7513267626990144,100,499,0.62375,0.7,0.0204700530705079,4,0.0397058823529411,0.5
gsm8k,middle,Qwen3-4B,0.5974222896133434,0.4844579226686884,0.7513267626990144,200,1181,0.738125,0.555,0.112964366944655,4,0.2191176470588235,0.5
gsm8k,middle,Qwen3-4B,0.6717210007581501,0.4844579226686884,0.7513267626990144,300,1908,0.795,0.4566666666666666,0.1872630780894617,4,0.363235294117647,0.5
gsm8k,middle,Qwen3-4B,0.6793025018953753,0.4844579226686884,0.7513267626990144,400,2620,0.81875,0.4,0.1948445792266869,4,0.3779411764705883,0.5
gsm8k,middle,Qwen3-4B,0.6899166034874905,0.4844579226686884,0.7513267626990144,500,3371,0.84275,0.348,0.2054586808188021,4,0.3985294117647058,0.5
gsm8k,middle,Qwen3-4B,0.7338893100833965,0.4844579226686884,0.7513267626990144,600,4119,0.858125,0.3166666666666666,0.2494313874147081,4,0.4838235294117647,0.5
gsm8k,middle,Qwen3-4B,0.7482941622441244,0.4844579226686884,0.7513267626990144,700,4884,0.8721428571428571,0.2985714285714286,0.2638362395754359,4,0.511764705882353,0.5
gsm8k,middle,Qwen3-4B,0.7384382107657316,0.4844579226686884,0.7513267626990144,800,5636,0.880625,0.27625,0.2539802880970431,4,0.4926470588235294,0.5
gsm8k,middle,Qwen3-4B,0.7460197119029568,0.4844579226686884,0.7513267626990144,900,6407,0.8898611111111111,0.26,0.2615617892342683,4,0.5073529411764707,0.5
gsm8k,middle,Qwen3-4B,0.7513267626990144,0.4844579226686884,0.7513267626990144,1000,7165,0.895625,0.245,0.266868840030326,4,0.5176470588235295,0.5
gsm8k,random,Qwen3-4B,0.4814253222137984,0.4844579226686884,0.7793783169067475,100,420,0.525,0.31,-0.00303260045489,4,-0.0058823529411763,0.5
gsm8k,random,Qwen3-4B,0.6087945413191812,0.4844579226686884,0.7793783169067475,200,899,0.561875,0.365,0.1243366186504927,4,0.2411764705882353,0.5
gsm8k,random,Qwen3-4B,0.6679302501895376,0.4844579226686884,0.7793783169067475,300,1557,0.64875,0.31,0.1834723275208491,4,0.3558823529411765,0.5
gsm8k,random,Qwen3-4B,0.7414708112206216,0.4844579226686884,0.7793783169067475,400,2252,0.70375,0.2725,0.2570128885519332,4,0.4985294117647058,0.5
gsm8k,random,Qwen3-4B,0.77710386656558,0.4844579226686884,0.7793783169067475,500,2926,0.7315,0.258,0.2926459438968915,4,0.5676470588235294,0.5
gsm8k,random,Qwen3-4B,0.7733131159969674,0.4844579226686884,0.7793783169067475,600,3627,0.755625,0.23,0.2888551933282789,4,0.5602941176470588,0.5
gsm8k,random,Qwen3-4B,0.7854435178165277,0.4844579226686884,0.7793783169067475,700,4333,0.77375,0.2171428571428571,0.3009855951478392,4,0.5838235294117647,0.5
gsm8k,random,Qwen3-4B,0.7869598180439727,0.4844579226686884,0.7793783169067475,800,5065,0.79140625,0.21,0.3025018953752843,4,0.5867647058823531,0.5
gsm8k,random,Qwen3-4B,0.7831690674753601,0.4844579226686884,0.7793783169067475,900,5794,0.8047222222222222,0.2022222222222222,0.2987111448066716,4,0.5794117647058823,0.5
gsm8k,random,Qwen3-4B,0.7793783169067475,0.4844579226686884,0.7793783169067475,1000,6541,0.817625,0.19,0.2949203942380591,4,0.5720588235294118,0.5
gsm8k,easiest,mistral-7b-instruct-v0.3,0.3146322971948446,0.246398786959818,0.4473085670962851,100,571,0.71375,0.78,0.0682335102350265,7,0.090543259557344,0.5
gsm8k,easiest,mistral-7b-instruct-v0.3,0.4169825625473843,0.246398786959818,0.4473085670962851,200,1257,0.785625,0.65,0.1705837755875662,7,0.2263581488933601,0.5
gsm8k,easiest,mistral-7b-instruct-v0.3,0.4412433661865049,0.246398786959818,0.4473085670962851,300,1986,0.8275,0.5733333333333334,0.1948445792266869,7,0.2585513078470825,0.5
gsm8k,easiest,mistral-7b-instruct-v0.3,0.4359363153904473,0.246398786959818,0.4473085670962851,400,2706,0.845625,0.5325,0.1895375284306292,7,0.2515090543259557,0.5
gsm8k,easiest,mistral-7b-instruct-v0.3,0.4389689158453373,0.246398786959818,0.4473085670962851,500,3448,0.862,0.496,0.1925701288855193,7,0.255533199195171,0.5
gsm8k,easiest,mistral-7b-instruct-v0.3,0.4291129643669447,0.246398786959818,0.4473085670962851,600,4186,0.8720833333333333,0.475,0.1827141774071266,7,0.2424547283702214,0.5
gsm8k,easiest,mistral-7b-instruct-v0.3,0.4435178165276724,0.246398786959818,0.4473085670962851,700,4921,0.87875,0.4628571428571428,0.1971190295678544,7,0.2615694164989939,0.5
gsm8k,easiest,mistral-7b-instruct-v0.3,0.4473085670962851,0.246398786959818,0.4473085670962851,800,5640,0.88125,0.46,0.200909780136467,7,0.2665995975855131,0.5
gsm8k,easiest,mistral-7b-instruct-v0.3,0.4533737680060652,0.246398786959818,0.4473085670962851,900,6367,0.8843055555555556,0.4577777777777778,0.2069749810462471,7,0.2746478873239437,0.5
gsm8k,easiest,mistral-7b-instruct-v0.3,0.4473085670962851,0.246398786959818,0.4473085670962851,1000,7112,0.889,0.443,0.200909780136467,7,0.2665995975855131,0.5
gsm8k,hardest,mistral-7b-instruct-v0.3,0.2661106899166034,0.246398786959818,0.4746019711902957,100,45,0.05625,0.27,0.0197119029567854,7,0.0261569416498993,0.5
gsm8k,hardest,mistral-7b-instruct-v0.3,0.3858984078847612,0.246398786959818,0.4746019711902957,200,137,0.085625,0.355,0.1394996209249431,7,0.1851106639839034,0.5
gsm8k,hardest,mistral-7b-instruct-v0.3,0.4275966641394996,0.246398786959818,0.4746019711902957,300,264,0.11,0.4266666666666667,0.1811978771796815,7,0.2404426559356136,0.5
gsm8k,hardest,mistral-7b-instruct-v0.3,0.4298711144806672,0.246398786959818,0.4746019711902957,400,423,0.1321875,0.435,0.1834723275208492,7,0.2434607645875252,0.5
gsm8k,hardest,mistral-7b-instruct-v0.3,0.4420015163002274,0.246398786959818,0.4746019711902957,500,617,0.15425,0.482,0.1956027293404094,7,0.2595573440643863,0.5
gsm8k,hardest,mistral-7b-instruct-v0.3,0.4548900682335102,0.246398786959818,0.4746019711902957,600,814,0.1695833333333333,0.5016666666666667,0.2084912812736922,7,0.2766599597585513,0.5
gsm8k,hardest,mistral-7b-instruct-v0.3,0.4730856709628506,0.246398786959818,0.4746019711902957,700,1012,0.1807142857142857,0.5085714285714286,0.2266868840030326,7,0.3008048289738431,0.5
gsm8k,hardest,mistral-7b-instruct-v0.3,0.4890068233510235,0.246398786959818,0.4746019711902957,800,1215,0.18984375,0.515,0.2426080363912054,7,0.3219315895372234,0.5
gsm8k,hardest,mistral-7b-instruct-v0.3,0.4874905231235785,0.246398786959818,0.4746019711902957,900,1437,0.1995833333333333,0.5311111111111111,0.2410917361637604,7,0.3199195171026157,0.5
gsm8k,hardest,mistral-7b-instruct-v0.3,0.4746019711902957,0.246398786959818,0.4746019711902957,1000,1651,0.206375,0.546,0.2282031842304776,7,0.3028169014084507,0.5
gsm8k,middle,mistral-7b-instruct-v0.3,0.3313115996967399,0.246398786959818,0.5109931766489765,100,200,0.25,0.76,0.0849128127369219,7,0.1126760563380281,0.5
gsm8k,middle,mistral-7b-instruct-v0.3,0.4184988627748294,0.246398786959818,0.5109931766489765,200,577,0.360625,0.82,0.1721000758150113,7,0.2283702213279678,0.5
gsm8k,middle,mistral-7b-instruct-v0.3,0.4412433661865049,0.246398786959818,0.5109931766489765,300,965,0.4020833333333333,0.8166666666666667,0.1948445792266869,7,0.2585513078470825,0.5
gsm8k,middle,mistral-7b-instruct-v0.3,0.4738438210765731,0.246398786959818,0.5109931766489765,400,1355,0.4234375,0.8075,0.2274450341167551,7,0.3018108651911468,0.5
gsm8k,middle,mistral-7b-instruct-v0.3,0.5056861258529188,0.246398786959818,0.5109931766489765,500,1771,0.44275,0.79,0.2592873388931008,7,0.3440643863179074,0.5
gsm8k,middle,mistral-7b-instruct-v0.3,0.5398028809704322,0.246398786959818,0.5109931766489765,600,2230,0.4645833333333333,0.7833333333333333,0.2934040940106141,7,0.3893360160965795,0.5
gsm8k,middle,mistral-7b-instruct-v0.3,0.5367702805155421,0.246398786959818,0.5109931766489765,700,2736,0.4885714285714285,0.7714285714285715,0.290371493555724,7,0.3853118712273642,0.5
gsm8k,middle,mistral-7b-instruct-v0.3,0.5238817285822593,0.246398786959818,0.5109931766489765,800,3192,0.49875,0.7575,0.2774829416224413,7,0.3682092555331993,0.5
gsm8k,middle,mistral-7b-instruct-v0.3,0.5056861258529188,0.246398786959818,0.5109931766489765,900,3698,0.5136111111111111,0.75,0.2592873388931008,7,0.3440643863179074,0.5
gsm8k,middle,mistral-7b-instruct-v0.3,0.5109931766489765,0.246398786959818,0.5109931766489765,1000,4166,0.52075,0.749,0.2645943896891584,7,0.3511066398390342,0.5
gsm8k,random,mistral-7b-instruct-v0.3,0.3434420015163002,0.246398786959818,0.4905231235784685,100,226,0.2825,0.73,0.0970432145564821,7,0.1287726358148893,0.5
gsm8k,random,mistral-7b-instruct-v0.3,0.4169825625473843,0.246398786959818,0.4905231235784685,200,529,0.330625,0.725,0.1705837755875662,7,0.2263581488933601,0.5
gsm8k,random,mistral-7b-instruct-v0.3,0.4518574677786202,0.246398786959818,0.4905231235784685,300,943,0.3929166666666667,0.7166666666666667,0.2054586808188021,7,0.2726358148893361,0.5
gsm8k,random,mistral-7b-instruct-v0.3,0.4730856709628506,0.246398786959818,0.4905231235784685,400,1391,0.4346875,0.7075,0.2266868840030326,7,0.3008048289738431,0.5
gsm8k,random,mistral-7b-instruct-v0.3,0.4692949203942381,0.246398786959818,0.4905231235784685,500,1785,0.44625,0.704,0.22289613343442,7,0.295774647887324,0.5
gsm8k,random,mistral-7b-instruct-v0.3,0.5056861258529188,0.246398786959818,0.4905231235784685,600,2163,0.450625,0.6916666666666667,0.2592873388931008,7,0.3440643863179074,0.5
