n_runs,mean_improve_0_200,std_improve_0_200,mean_improve_200_1000,std_improve_200_1000,corr_early_late,corr_error200_final,r2_error200_prediction
48,0.09986396476159815,0.1041467266012568,0.09893988458116533,0.11192089131005122,0.07891313118385751,0.8670331292138183,0.7517464471543057
